Airport.Code,Airport.Name,Time.Label,Time.Month Name,Time.Year,Statistics.# of Delays.Carrier,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.National Aviation System
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/03,March,2006,563,629,693
ORD,"Chicago, IL: Chicago O'Hare International",2006/03,March,2006,1419,2471,5514
PDX,"Portland, OR: Portland International",2006/03,March,2006,344,479,240
PHL,"Philadelphia, PA: Philadelphia International",2006/03,March,2006,465,513,867
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/03,March,2006,1023,1445,1389
SAN,"San Diego, CA: San Diego International",2006/03,March,2006,637,654,571
SEA,"Seattle, WA: Seattle/Tacoma International",2006/03,March,2006,533,804,552
SFO,"San Francisco, CA: San Francisco International",2006/03,March,2006,932,964,2150
SLC,"Salt Lake City, UT: Salt Lake City International",2006/03,March,2006,911,912,610
TPA,"Tampa, FL: Tampa International",2006/03,March,2006,374,488,230
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/04,April,2006,1536,1434,3775
BOS,"Boston, MA: Logan International",2006/04,April,2006,543,627,1157
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/04,April,2006,383,673,305
CLT,"Charlotte, NC: Charlotte Douglas International",2006/04,April,2006,506,620,678
DCA,"Washington, DC: Ronald Reagan Washington National",2006/04,April,2006,387,388,512
DEN,"Denver, CO: Denver International",2006/04,April,2006,917,992,773
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/04,April,2006,947,2144,1669
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/04,April,2006,508,505,533
EWR,"Newark, NJ: Newark Liberty International",2006/04,April,2006,429,1076,2691
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/04,April,2006,276,362,302
IAD,"Washington, DC: Washington Dulles International",2006/04,April,2006,371,650,335
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/04,April,2006,564,1310,1710
JFK,"New York, NY: John F. Kennedy International",2006/04,April,2006,421,551,861
LAS,"Las Vegas, NV: McCarran International",2006/04,April,2006,867,1432,1155
LAX,"Los Angeles, CA: Los Angeles International",2006/04,April,2006,1323,1389,1439
LGA,"New York, NY: LaGuardia",2006/04,April,2006,478,632,1570
MCO,"Orlando, FL: Orlando International",2006/04,April,2006,502,669,493
MDW,"Chicago, IL: Chicago Midway International",2006/04,April,2006,356,724,526
MIA,"Miami, FL: Miami International",2006/04,April,2006,340,305,339
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/04,April,2006,507,451,503
ORD,"Chicago, IL: Chicago O'Hare International",2006/04,April,2006,1248,2252,3978
PDX,"Portland, OR: Portland International",2006/04,April,2006,303,365,136
PHL,"Philadelphia, PA: Philadelphia International",2006/04,April,2006,437,641,1222
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/04,April,2006,930,1239,1074
SAN,"San Diego, CA: San Diego International",2006/04,April,2006,564,614,457
SEA,"Seattle, WA: Seattle/Tacoma International",2006/04,April,2006,486,707,441
SFO,"San Francisco, CA: San Francisco International",2006/04,April,2006,764,771,1818
SLC,"Salt Lake City, UT: Salt Lake City International",2006/04,April,2006,560,543,311
TPA,"Tampa, FL: Tampa International",2006/04,April,2006,325,473,272
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/05,May,2006,1561,1638,3988
BOS,"Boston, MA: Logan International",2006/05,May,2006,521,743,2301
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/05,May,2006,453,834,369
CLT,"Charlotte, NC: Charlotte Douglas International",2006/05,May,2006,597,596,638
DCA,"Washington, DC: Ronald Reagan Washington National",2006/05,May,2006,438,526,540
DEN,"Denver, CO: Denver International",2006/05,May,2006,938,1157,955
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/05,May,2006,980,2537,1476
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/05,May,2006,539,551,701
EWR,"Newark, NJ: Newark Liberty International",2006/05,May,2006,432,1014,2738
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/05,May,2006,294,373,375
IAD,"Washington, DC: Washington Dulles International",2006/05,May,2006,426,710,361
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/05,May,2006,610,1461,1949
JFK,"New York, NY: John F. Kennedy International",2006/05,May,2006,401,469,784
LAS,"Las Vegas, NV: McCarran International",2006/05,May,2006,683,1225,967
LAX,"Los Angeles, CA: Los Angeles International",2006/05,May,2006,1202,1256,981
LGA,"New York, NY: LaGuardia",2006/05,May,2006,449,639,2165
MCO,"Orlando, FL: Orlando International",2006/05,May,2006,485,686,545
MDW,"Chicago, IL: Chicago Midway International",2006/05,May,2006,411,777,574
MIA,"Miami, FL: Miami International",2006/05,May,2006,331,327,453
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/05,May,2006,491,428,448
ORD,"Chicago, IL: Chicago O'Hare International",2006/05,May,2006,1390,2507,4881
PDX,"Portland, OR: Portland International",2006/05,May,2006,285,349,188
PHL,"Philadelphia, PA: Philadelphia International",2006/05,May,2006,464,643,1117
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/05,May,2006,848,950,619
SAN,"San Diego, CA: San Diego International",2006/05,May,2006,469,532,308
SEA,"Seattle, WA: Seattle/Tacoma International",2006/05,May,2006,534,605,520
SFO,"San Francisco, CA: San Francisco International",2006/05,May,2006,772,775,758
SLC,"Salt Lake City, UT: Salt Lake City International",2006/05,May,2006,481,402,239
TPA,"Tampa, FL: Tampa International",2006/05,May,2006,335,479,339
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/06,June,2006,2464,2276,3086
BOS,"Boston, MA: Logan International",2006/06,June,2006,688,962,2125
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/06,June,2006,596,1072,727
CLT,"Charlotte, NC: Charlotte Douglas International",2006/06,June,2006,876,815,764
DCA,"Washington, DC: Ronald Reagan Washington National",2006/06,June,2006,498,558,907
DEN,"Denver, CO: Denver International",2006/06,June,2006,1301,1489,1171
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/06,June,2006,1144,2349,1279
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/06,June,2006,682,650,888
EWR,"Newark, NJ: Newark Liberty International",2006/06,June,2006,589,1260,2922
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/06,June,2006,396,529,404
IAD,"Washington, DC: Washington Dulles International",2006/06,June,2006,623,903,604
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/06,June,2006,990,1760,1754
JFK,"New York, NY: John F. Kennedy International",2006/06,June,2006,560,776,1381
LAS,"Las Vegas, NV: McCarran International",2006/06,June,2006,924,1697,932
LAX,"Los Angeles, CA: Los Angeles International",2006/06,June,2006,1358,1537,1006
LGA,"New York, NY: LaGuardia",2006/06,June,2006,575,838,2323
MCO,"Orlando, FL: Orlando International",2006/06,June,2006,711,927,780
MDW,"Chicago, IL: Chicago Midway International",2006/06,June,2006,585,1054,555
MIA,"Miami, FL: Miami International",2006/06,June,2006,425,456,543
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/06,June,2006,693,554,568
ORD,"Chicago, IL: Chicago O'Hare International",2006/06,June,2006,1748,3219,2927
PDX,"Portland, OR: Portland International",2006/06,June,2006,387,533,263
PHL,"Philadelphia, PA: Philadelphia International",2006/06,June,2006,636,749,1419
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/06,June,2006,1275,1250,965
SAN,"San Diego, CA: San Diego International",2006/06,June,2006,573,656,374
SEA,"Seattle, WA: Seattle/Tacoma International",2006/06,June,2006,681,981,830
SFO,"San Francisco, CA: San Francisco International",2006/06,June,2006,961,1011,1062
SLC,"Salt Lake City, UT: Salt Lake City International",2006/06,June,2006,744,683,412
TPA,"Tampa, FL: Tampa International",2006/06,June,2006,451,670,408
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/07,July,2006,2910,2622,2757
BOS,"Boston, MA: Logan International",2006/07,July,2006,684,873,1402
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/07,July,2006,536,959,698
CLT,"Charlotte, NC: Charlotte Douglas International",2006/07,July,2006,847,777,766
DCA,"Washington, DC: Ronald Reagan Washington National",2006/07,July,2006,494,506,891
DEN,"Denver, CO: Denver International",2006/07,July,2006,1344,1617,1070
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/07,July,2006,1165,1880,1217
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/07,July,2006,757,659,866
EWR,"Newark, NJ: Newark Liberty International",2006/07,July,2006,549,1340,2779
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/07,July,2006,369,518,395
IAD,"Washington, DC: Washington Dulles International",2006/07,July,2006,690,957,577
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/07,July,2006,870,1877,2068
JFK,"New York, NY: John F. Kennedy International",2006/07,July,2006,632,946,1511
LAS,"Las Vegas, NV: McCarran International",2006/07,July,2006,1018,1663,980
LAX,"Los Angeles, CA: Los Angeles International",2006/07,July,2006,1426,1601,1149
LGA,"New York, NY: LaGuardia",2006/07,July,2006,629,762,1963
MCO,"Orlando, FL: Orlando International",2006/07,July,2006,663,954,702
MDW,"Chicago, IL: Chicago Midway International",2006/07,July,2006,529,960,540
MIA,"Miami, FL: Miami International",2006/07,July,2006,450,476,580
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/07,July,2006,702,639,558
ORD,"Chicago, IL: Chicago O'Hare International",2006/07,July,2006,1740,3136,3339
PDX,"Portland, OR: Portland International",2006/07,July,2006,380,503,182
PHL,"Philadelphia, PA: Philadelphia International",2006/07,July,2006,674,759,1569
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/07,July,2006,1325,1294,842
SAN,"San Diego, CA: San Diego International",2006/07,July,2006,650,672,406
SEA,"Seattle, WA: Seattle/Tacoma International",2006/07,July,2006,832,1177,608
SFO,"San Francisco, CA: San Francisco International",2006/07,July,2006,935,947,594
SLC,"Salt Lake City, UT: Salt Lake City International",2006/07,July,2006,737,653,334
TPA,"Tampa, FL: Tampa International",2006/07,July,2006,469,627,467
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/08,August,2006,2514,2459,4152
BOS,"Boston, MA: Logan International",2006/08,August,2006,656,755,1250
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/08,August,2006,468,786,412
CLT,"Charlotte, NC: Charlotte Douglas International",2006/08,August,2006,736,722,807
DCA,"Washington, DC: Ronald Reagan Washington National",2006/08,August,2006,416,442,593
DEN,"Denver, CO: Denver International",2006/08,August,2006,1209,1343,976
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/08,August,2006,1041,1772,1555
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/08,August,2006,680,695,809
EWR,"Newark, NJ: Newark Liberty International",2006/08,August,2006,471,1138,2615
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/08,August,2006,332,398,354
IAD,"Washington, DC: Washington Dulles International",2006/08,August,2006,559,760,348
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/08,August,2006,633,1267,1098
JFK,"New York, NY: John F. Kennedy International",2006/08,August,2006,575,814,1277
LAS,"Las Vegas, NV: McCarran International",2006/08,August,2006,841,1495,826
LAX,"Los Angeles, CA: Los Angeles International",2006/08,August,2006,1556,1512,1688
LGA,"New York, NY: LaGuardia",2006/08,August,2006,569,653,1726
MCO,"Orlando, FL: Orlando International",2006/08,August,2006,555,727,565
MDW,"Chicago, IL: Chicago Midway International",2006/08,August,2006,422,817,402
MIA,"Miami, FL: Miami International",2006/08,August,2006,360,382,488
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/08,August,2006,713,605,686
ORD,"Chicago, IL: Chicago O'Hare International",2006/08,August,2006,1473,2995,4002
PDX,"Portland, OR: Portland International",2006/08,August,2006,348,450,280
PHL,"Philadelphia, PA: Philadelphia International",2006/08,August,2006,543,684,1070
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/08,August,2006,1116,1219,848
SAN,"San Diego, CA: San Diego International",2006/08,August,2006,624,593,350
SEA,"Seattle, WA: Seattle/Tacoma International",2006/08,August,2006,756,1108,792
SFO,"San Francisco, CA: San Francisco International",2006/08,August,2006,959,994,1147
SLC,"Salt Lake City, UT: Salt Lake City International",2006/08,August,2006,621,655,380
TPA,"Tampa, FL: Tampa International",2006/08,August,2006,386,524,356
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/09,September,2006,2056,2477,6941
BOS,"Boston, MA: Logan International",2006/09,September,2006,571,696,1108
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/09,September,2006,347,679,352
CLT,"Charlotte, NC: Charlotte Douglas International",2006/09,September,2006,588,689,875
DCA,"Washington, DC: Ronald Reagan Washington National",2006/09,September,2006,419,470,604
DEN,"Denver, CO: Denver International",2006/09,September,2006,1063,1220,1130
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/09,September,2006,941,1553,1533
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/09,September,2006,584,663,1305
EWR,"Newark, NJ: Newark Liberty International",2006/09,September,2006,319,707,2521
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/09,September,2006,244,336,413
IAD,"Washington, DC: Washington Dulles International",2006/09,September,2006,503,719,384
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/09,September,2006,469,706,914
JFK,"New York, NY: John F. Kennedy International",2006/09,September,2006,533,624,1450
LAS,"Las Vegas, NV: McCarran International",2006/09,September,2006,661,1245,1258
LAX,"Los Angeles, CA: Los Angeles International",2006/09,September,2006,1280,1258,1518
LGA,"New York, NY: LaGuardia",2006/09,September,2006,496,693,1733
MCO,"Orlando, FL: Orlando International",2006/09,September,2006,386,575,577
MDW,"Chicago, IL: Chicago Midway International",2006/09,September,2006,261,619,647
MIA,"Miami, FL: Miami International",2006/09,September,2006,297,371,497
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/09,September,2006,528,568,848
ORD,"Chicago, IL: Chicago O'Hare International",2006/09,September,2006,1323,2404,5143
PDX,"Portland, OR: Portland International",2006/09,September,2006,251,341,228
PHL,"Philadelphia, PA: Philadelphia International",2006/09,September,2006,412,624,1511
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2006/09,September,2006,883,911,1028
SAN,"San Diego, CA: San Diego International",2006/09,September,2006,445,462,441
SEA,"Seattle, WA: Seattle/Tacoma International",2006/09,September,2006,501,651,572
SFO,"San Francisco, CA: San Francisco International",2006/09,September,2006,703,721,995
SLC,"Salt Lake City, UT: Salt Lake City International",2006/09,September,2006,580,574,399
TPA,"Tampa, FL: Tampa International",2006/09,September,2006,259,444,429
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2006/10,October,2006,2281,3267,7054
BOS,"Boston, MA: Logan International",2006/10,October,2006,577,856,1427
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2006/10,October,2006,426,713,396
CLT,"Charlotte, NC: Charlotte Douglas International",2006/10,October,2006,662,859,1081
DCA,"Washington, DC: Ronald Reagan Washington National",2006/10,October,2006,480,565,827
DEN,"Denver, CO: Denver International",2006/10,October,2006,1174,1364,1514
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2006/10,October,2006,932,1908,2000
DTW,"Detroit, MI: Detroit Metro Wayne County",2006/10,October,2006,713,914,1786
EWR,"Newark, NJ: Newark Liberty International",2006/10,October,2006,382,1074,3091
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2006/10,October,2006,271,403,344
IAD,"Washington, DC: Washington Dulles International",2006/10,October,2006,482,802,512
IAH,"Houston, TX: George Bush Intercontinental/Houston",2006/10,October,2006,718,1250,2467
JFK,"New York, NY: John F. Kennedy International",2006/10,October,2006,547,745,1366
LAS,"Las Vegas, NV: McCarran International",2006/10,October,2006,833,1426,1715
LAX,"Los Angeles, CA: Los Angeles International",2006/10,October,2006,1455,1532,1952
LGA,"New York, NY: LaGuardia",2006/10,October,2006,486,819,2484
MCO,"Orlando, FL: Orlando International",2006/10,October,2006,494,643,490
MDW,"Chicago, IL: Chicago Midway International",2006/10,October,2006,286,721,635
MIA,"Miami, FL: Miami International",2006/10,October,2006,272,336,255
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2006/10,October,2006,634,674,1174
ORD,"Chicago, IL: Chicago O'Hare International",2006/10,October,2006,1528,2824,5877
PDX,"Portland, OR: Portland International",2006/10,October,2006,313,420,269
